30.1452928,74.1993043
21.257584,77.5086754
19.0809075,79.560344
22.7834741,86.1576889
15.6322227,77.2728368
23.831457,91.2867777
27.1766701,78.0080745
23.022505,72.5713621
19.0952075,74.7495916
23.727107,92.7176389
26.4498954,74.6399163
26.4407468,82.5537514
20.7059345,77.0219019
12.9974873,80.2006371
9.4980667,76.3388484
27.8973944,78.0880129
25.4358011,81.846311
27.5529907,76.6345735
30.3781788,76.7766974
30.3248708,76.8432663
19.1825167,73.1926023
13.1143167,80.1480551
23.1354921,83.1817856
12.7903613,78.7166084
20.9374238,77.7795513
21.6031774,71.2220832
31.6339793,74.8722642
28.9043537,78.4673426
22.5645175,72.928871
14.6818877,77.6005911
33.7311255,75.1487007
25.5560443,84.6603307
23.6739452,86.9523954
22.84039,88.6241351
24.7457189,84.3804888
19.8761653,75.3433139
13.1067448,80.0969511
26.0737044,83.1859458
19.1667854,73.2367896
27.1221959,84.0722375
16.1725355,75.6557206
28.6924464,76.9239727
24.0988265,88.2679264
27.7525271,81.4278984
22.795783,88.3190717
21.4869337,86.9246005
25.7584381,84.1487319
22.6500518,88.3423199
22.6500518,88.3423199
25.2372834,88.7830612
25.4796224,80.3380213
23.2324146,87.0786044
22.951904,88.4070629
23.5461394,74.4349761
25.1011438,76.5131637
22.6383016,88.3654386
22.7228159,88.480552
29.0998902,77.2606149
23.2324214,87.8614793
28.3670355,79.4304381
21.9322338,86.7516942
30.3819446,75.5467979
22.7674278,88.3883455
18.2333856,75.6941478
22.6574017,88.8671766
26.8176796,82.7633133
31.8183238,75.2070644
30.210994,74.9454745
26.1007337,74.3190747
25.416675,86.1293792
15.8496953,74.4976741
15.1393932,76.9214428
12.9716,77.5946
26.8028048,84.5169757
21.9108031,77.9011842
21.0582737,86.4958396
13.8329901,75.7080727
22.8275529,88.3456516
25.3478004,86.9824288
28.757322,77.1544
27.216981,77.489515
21.7051358,72.9958748
22.8562412,88.406454
21.7644725,72.1519304
21.1938475,81.3509416
25.321377,74.586953
16.544893,81.521241
26.4450034,78.7476208
28.2088218,76.8445999
19.2812547,73.0482912
28.7751693,75.9927652
23.2599333,77.412615
20.2960587,85.8245398
23.2419997,69.6669324
21.0455204,75.8010962
18.9890893,75.7600785
17.9148799,77.5046101
22.5867296,88.4170988
25.1982147,85.5148735
16.8301708,75.710031
28.0229348,73.3119159
22.0796251,82.1391412
23.6692956,86.151112
23.0440381,88.827703
22.1704232,71.6684269
19.3149618,84.7940911
28.0337088,79.1205419
28.406963,77.8498292
25.4305144,75.6499025
28.7535212,77.1948241
21.3193875,76.2224273
25.4987785,84.1435136
22.8049456,88.3409338
22.8647723,88.36326
28.4480507,78.7796105
30.7333148,76.7794179
19.9704597,79.3014845
25.7795649,84.7498886
23.6388375,86.1700894
13.0826802,80.2707184
24.728683,79.560344
22.057437,78.9381729
13.315258,75.7754018
16.0924301,80.1623948
14.2305594,76.3984537
24.8887435,74.6269216
13.2218054,79.1010442
28.3174965,74.9851678
11.0168445,76.9558321
11.744699,79.7680243
20.462521,85.8829895
26.6954603,88.4415998
28.6004677,77.319462
23.8380986,79.4421731
26.111868,85.896004
27.0360066,88.2626751
25.6653262,78.4609393
14.4663438,75.9238397
24.2585031,72.1906721
30.3164945,78.0321918
24.9277351,84.1909841
28.7041,77.1025
28.5961279,77.1587375
24.4763201,86.6913222
28.4962152,77.2376414
26.4270039,83.804868
22.9622672,76.0507949
23.7956531,86.4303859
14.4137447,77.7126189
26.7025181,77.893391
20.9042201,74.7748979
27.4728327,94.9119621
25.8629885,93.7536663
25.6328264,85.0597137
10.3673123,77.9802906
22.6470514,88.431683
21.1904494,81.2849169
23.5204443,87.3119227
16.7106604,81.0952431
25.0108408,88.1410967
11.3410364,77.7171642
27.5587505,78.662567
26.8458148,79.1096901
26.7732476,82.1441643
28.4089123,77.3177894
27.3826126,79.5940544
25.8499808,80.8986502
27.1591006,78.3957574
30.9331348,74.6224755
15.4324651,75.6380337
23.075297,70.133673
23.2156354,72.6369415
29.9038399,73.8771901
26.4846537,76.7278803
15.431874,76.5314817
24.7954523,84.999431
25.5840419,83.5770202
24.2841482,86.0937312
22.7788044,73.6142795
28.703423,77.2840105
27.1339913,81.9618968
21.9619463,70.792297
21.4624491,80.2209773
26.7605545,83.3731675
17.3850,78.4867
19.0760,72.8777
28.4743879,77.5039904
16.4410255,80.9926327
17.329731,76.8342957
24.6348197,77.2979782
15.1674091,77.3736238
16.3066525,80.4365402
28.4594965,77.0266383
26.1445169,91.7362365
26.2182871,78.1828308
22.8488542,88.6639591
25.6858392,85.2145907
22.0666742,88.0698118
29.2182644,79.5129767
22.9441261,88.4193259
29.5815012,74.3294199
22.5957689,88.2636394
28.7305798,77.7758825
27.2978965,80.1875065
29.9456906,78.1642478
13.0068142,76.0995519
28.6377129,77.0490264
27.6056212,78.0537813
23.9966213,85.3691068
26.7454967,77.0330481
13.8185378,77.4988753
20.5505728,78.8411405
29.1491875,75.7216527
22.744108,77.736967
31.5143178,75.911483
15.2688542,76.3909241
12.7409127,77.8252923
15.3647083,75.1239547
22.8858771,88.3919026
16.7090008,74.4560807
24.8170111,93.9368439
22.7195687,75.8577258
23.181467,79.9864071
30.1680858,77.2969204
19.0740973,82.008014
26.9124336,75.7872709
31.3260152,75.5761829
21.0076578,75.5626039
19.8296893,75.8800305
26.5434772,88.7205256
25.312717,86.4906091
32.7266016,74.8570259
22.4707019,70.05773
22.8045665,86.2028754
23.7060688,87.0774107
25.7490034,82.6987002
25.1515827,84.981754
21.7615246,70.6276279
25.4484257,78.5684594
28.1288747,75.3995089
29.3211153,76.3058328
26.2389469,73.0243094
21.522184,70.4578768
14.4673541,78.8241339
29.7856734,76.3984537
16.9890648,82.2474648
23.2463895,72.5086513
22.9750855,88.4345078
22.6846668,88.3706491
12.8341735,79.7036402
22.944101,88.4335019
26.449923,80.3318736
26.449923,80.3318736
10.0731315,78.7801544
28.7283102,77.276926
18.4385553,79.1288412
29.6856929,76.9904825
27.8129344,78.649785
29.2104232,78.9618845
25.552048,87.5718609
17.2472528,80.1514447
21.8257334,76.352571
30.697852,76.2112286
22.34601,87.2319753
22.7002943,88.3753455
21.90287,75.8069082
28.753915,77.3999054
28.2513538,77.8538797
28.6967948,77.0643614
26.0917422,87.9383822
26.5870344,74.856397
9.9312328,76.2673041
13.1357446,78.1325611
16.7049873,74.2432527
22.572646,88.363895
8.8932118,76.6141396
22.3594501,82.7500595
25.2138156,75.8647527
11.2587531,75.78041
23.4008744,88.5013962
23.7370306,86.8370937
10.9616945,79.3881132
11.5707716,77.6966143
15.8281257,78.0372792
27.9490794,80.7824012
24.6878597,78.4120206
18.4087934,76.5603828
28.7316438,77.3008506
26.8466937,80.946166
30.900965,75.8572758
16.1905457,81.1361543
13.5603491,78.5036065
13.147819,80.2309861
22.6925015,88.465448
9.9252007,78.1197754
16.7375089,78.0081221
23.5879607,72.3693252
22.511976,88.2509941
27.2177405,79.1096901
20.5547497,74.5100291
30.5232076,75.8882508
28.7041396,77.313921
24.076836,75.0692952
12.5221567,76.9009191
12.9141417,74.8559568
22.834024,86.219577
27.4924134,77.673673
25.9496379,83.5586445
22.4308892,87.3214908
28.9844618,77.7064137
19.2952325,72.8543897
16.8753106,79.5659633
25.1336987,82.5644344
28.8316307,77.5779592
30.8164603,75.1717093
28.8386481,78.7733286
26.4933562,77.9909949
22.8119895,70.8236195
26.6469624,84.9088938
25.2814947,83.1198203
30.4766391,74.511172
25.3747561,86.4735251
23.7473807,80.365865
28.7113968,77.2681086
29.4726817,77.7085091
26.1208876,85.3647201
12.2958104,76.6393805
23.4036446,88.3676393
22.6915853,72.8633635
26.3463713,92.6840426
10.7656082,79.8423888
27.1991222,73.740924
23.4454599,75.4169918
8.1832857,77.4118996
21.1458004,79.0881546
22.8928724,88.4220324
17.0575707,79.2620294
19.1428869,77.303723
21.7468548,74.123996
15.4785694,78.4830934
28.6841206,77.0632942
16.2353506,80.0479039
19.9974533,73.7898023
19.0330488,73.0296625
18.9894007,73.1175162
20.9467019,72.9520348
24.4763852,74.8624092
14.4425987,79.986456
28.6139,77.2090
11.5432364,79.4760133
18.6725047,78.0940867
28.5355161,77.3910265
22.7902358,88.367179
22.6658076,88.4258483
15.5057232,80.049922
26.00864,79.4478858
18.2069636,76.1783739
11.9475611,79.7793932
10.7867303,76.6547932
24.174051,72.4330989
25.7710893,73.3234478
12.9673484,80.1526888
28.1487362,77.3320262
30.6942091,76.860565
22.6983108,88.3991789
29.3909464,76.9635023
18.9894007,73.1175162
19.2609958,76.776665
23.8493246,72.1266255
32.2643375,75.6421121
30.3397809,76.3868797
25.5940947,85.1375645
28.6207939,79.8128649
18.6297811,73.7997094
22.613252,75.6822899
21.6417069,69.6292654
11.6233774,92.7264828
14.7491864,78.5531577
11.9138598,79.8144722
10.379663,78.8208454
18.5204303,73.8567437
19.8133822,85.8314655
25.7771391,87.4752551
23.3320779,86.365208
26.2345298,81.2408689
16.2120031,77.3439283
25.6185295,88.1255837
21.8974003,83.3949632
21.2513844,81.6296413
17.0005383,81.8040345
9.4653377,77.5275463
22.6321975,88.4540911
22.3038945,70.8021599
21.0971034,81.0302222
22.4490894,88.3914731
18.7595503,79.4816378
25.4842209,82.5916032
23.3440997,85.309562
14.6113428,75.6382657
23.6290575,87.0923906
23.3341696,75.0376325
22.1993143,84.8620054
22.260423,84.8535844
24.5372927,81.30418
28.1927631,76.6239423
22.7244023,88.3287896
12.9551189,78.2698622
28.8955152,76.606611
29.8542626,77.8880002
28.9875082,79.4141214
30.6496486,76.7567368
23.838805,78.7378068
29.967079,77.5510172
25.8834961,86.6006249
11.664325,78.1460142
21.4668716,83.9811665
28.5903614,78.5717631
16.8541887,74.6049061
23.2645399,88.4380966
24.949036,84.0314295
17.6804639,74.018261
24.6005075,80.8322428
26.0377772,76.3521514
17.4399295,78.4982741
23.205012,77.0850781
22.0868691,79.5434841
22.748331,88.3385053
27.8295801,79.8296743
29.4507575,77.3152116
27.1061756,78.5881674
25.5714,91.8848
31.1048145,77.1734033
13.9299299,75.568101
25.4357869,77.665066
27.6094,75.139911
24.8332708,92.7789054
26.7271012,88.3952861
24.1992101,82.6645469
29.5335931,75.0177029
27.5325072,80.8986502
26.2196205,84.3566593
17.6599188,75.9063906
28.9287735,77.091281
22.6059435,88.3967536
18.4285005,84.0167423
34.0836708,74.7972825
27.7044756,74.4642861
28.6958531,77.0805496
26.2647757,82.0727061
21.1702401,72.8310607
22.7201319,71.649536
17.1353148,79.6333674
16.8138415,81.521241
14.9070274,78.0092703
12.9229153,80.1274558
16.2395313,80.6493396
19.2183307,72.9780897
29.9696148,76.8197522
10.7869994,79.1378274
8.5241391,76.9366376
8.7641661,78.1348361
10.5276416,76.2144349
10.7904833,78.7046725
8.7139126,77.7566523
13.6287557,79.4191795
11.1085242,77.3410656
12.2252841,79.0746957
13.1691914,80.3045793
22.7382665,88.3737064
26.1620402,75.7894716
13.3709627,76.6412712
24.585445,73.712479
18.3942882,77.1126009
13.3408807,74.7421427
23.1793013,75.7849097
19.2215115,73.1644628
22.4744363,88.1000377
26.5393449,80.4878195
22.6768451,88.3385053
22.3071588,73.1812187
20.5992349,72.9342451
25.3176452,82.9739144
